Salary,player_id,game_date,gamesPlayed,gamesStarted,flyOuts,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,stolenBasePercentage,numberOfPitches,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,battersFaced,outs,gamesPitched,completeGames,shutouts,pitchesThrown,balls,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,rbi,gamesFinished,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,passedBall,full_name,position_type,team,game_location,opp,order,complete_game_shutout,DKPts,throws,note,team_strikeOuts,team_hits,team_hitByPitch,team_inningsPitched,team_earnedRuns,season,game_id,K_prcnt,position,RotoName,Roster Position
7600.0,607074,2017-07-09,1,1,3.0,6,5,6,1,0,1,4,3,0,5,0,20,0,1,1.000,95,5.1,0,1,0,0,0,0,6,23,16,1,0,0,95.0,43.0,52,0.0,0,0,0,0,3,0,10.13,1.69,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,COL,-1,0.0,4.475000000000001,L,"(L, 1-2)",7,12,0,8.0,10,2017,491422,0.1739130434782608,SP,carlrodon,P
14000.0,607074,2017-07-09,1,1,3.0,6,5,6,1,0,1,4,3,0,5,0,20,0,1,1.000,95,5.1,0,1,0,0,0,0,6,23,16,1,0,0,95.0,43.0,52,0.0,0,0,0,0,3,0,10.13,1.69,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,COL,-1,0.0,4.475000000000001,L,"(L, 1-2)",7,12,0,8.0,10,2017,491422,0.1739130434782608,SP,carlrodon,P
7000.0,607074,2017-07-19,1,1,2.0,3,3,5,0,0,4,4,3,0,7,0,17,0,1,1.000,94,3.2,0,1,0,0,0,0,5,20,11,1,0,0,94.0,39.0,55,0.0,0,0,0,0,5,0,12.27,9.82,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,LAD,-1,0.0,0.9999999999999992,L,"(L, 1-3)",9,13,0,7.2,9,2017,491512,0.2,SP,carlrodon,P
10000.0,607074,2017-07-19,1,1,2.0,3,3,5,0,0,4,4,3,0,7,0,17,0,1,1.000,94,3.2,0,1,0,0,0,0,5,20,11,1,0,0,94.0,39.0,55,0.0,0,0,0,0,5,0,12.27,9.82,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,LAD,-1,0.0,0.9999999999999992,L,"(L, 1-3)",9,13,0,7.2,9,2017,491512,0.2,SP,carlrodon,P
6500.0,607074,2017-07-25,1,1,1.0,0,1,4,3,0,1,11,3,0,7,0,19,0,1,1.000,98,4.0,0,1,0,0,0,0,4,22,12,1,0,0,98.0,40.0,58,0.0,0,0,0,0,4,0,9.00,2.25,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,CHC,-1,0.0,18.8,L,"(L, 1-4)",17,10,1,8.0,7,2017,491592,0.5,SP,carlrodon,P
10000.0,607074,2017-07-25,1,1,1.0,0,1,4,3,0,1,11,3,0,7,0,19,0,1,1.000,98,4.0,0,1,0,0,0,0,4,22,12,1,0,0,98.0,40.0,58,0.0,0,0,0,0,4,0,9.00,2.25,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,CHC,-1,0.0,18.8,L,"(L, 1-4)",17,10,1,8.0,7,2017,491592,0.5,SP,carlrodon,P
6900.0,607074,2017-07-30,1,1,2.0,4,6,1,1,0,1,9,2,0,6,0,25,0,3,1.000,110,6.2,0,0,0,0,0,0,1,27,20,1,0,0,110.0,41.0,69,0.0,0,0,0,0,1,0,1.35,1.35,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,CLE,-1,0.0,26.35,L,,11,8,0,9.0,1,2017,491662,0.3333333333333333,SP,carlrodon,P
11500.0,607074,2017-07-30,1,1,2.0,4,6,1,1,0,1,9,2,0,6,0,25,0,3,1.000,110,6.2,0,0,0,0,0,0,1,27,20,1,0,0,110.0,41.0,69,0.0,0,0,0,0,1,0,1.35,1.35,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,CLE,-1,0.0,26.35,L,,11,8,0,9.0,1,2017,491662,0.3333333333333333,SP,carlrodon,P
6100.0,607074,2017-08-04,1,1,3.0,6,6,2,0,0,1,11,0,0,6,0,29,0,0,.---,113,7.2,0,0,0,0,0,0,2,29,23,1,0,0,113.0,40.0,73,0.0,0,0,0,0,2,0,2.35,1.17,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,BOS,-1,0.0,30.6,L,,14,8,0,10.2,3,2017,491725,0.3793103448275862,SP,carlrodon,P
12000.0,607074,2017-08-04,1,1,3.0,6,6,2,0,0,1,11,0,0,6,0,29,0,0,.---,113,7.2,0,0,0,0,0,0,2,29,23,1,0,0,113.0,40.0,73,0.0,0,0,0,0,2,0,2.35,1.17,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,BOS,-1,0.0,30.6,L,,14,8,0,10.2,3,2017,491725,0.3793103448275862,SP,carlrodon,P
10000.0,607074,2017-08-10,1,1,1.0,11,6,2,1,0,1,4,0,0,9,1,30,1,0,.000,98,8.0,0,0,0,0,0,0,2,31,24,1,0,0,98.0,28.0,70,0.0,1,0,0,0,2,0,2.25,1.13,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,HOU,-1,0.0,16.0,L,,7,12,1,11.0,2,2017,491808,0.1290322580645161,SP,carlrodon,P
7000.0,607074,2017-08-10,1,1,1.0,11,6,2,1,0,1,4,0,0,9,1,30,1,0,.000,98,8.0,0,0,0,0,0,0,2,31,24,1,0,0,98.0,28.0,70,0.0,1,0,0,0,2,0,2.25,1.13,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,HOU,-1,0.0,16.0,L,,7,12,1,11.0,2,2017,491808,0.1290322580645161,SP,carlrodon,P
10500.0,607074,2017-08-16,1,1,2.0,10,4,2,1,0,1,4,4,0,5,0,23,1,1,.500,104,7.1,0,0,0,0,0,0,2,27,22,1,0,0,104.0,42.0,62,0.0,0,0,1,1,1,0,2.45,1.23,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,LAD,-1,0.0,16.975,L,,4,9,0,8.1,5,2017,491891,0.1481481481481481,SP,carlrodon,P
6700.0,607074,2017-08-16,1,1,2.0,10,4,2,1,0,1,4,4,0,5,0,23,1,1,.500,104,7.1,0,0,0,0,0,0,2,27,22,1,0,0,104.0,42.0,62,0.0,0,0,1,1,1,0,2.45,1.23,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,LAD,-1,0.0,16.975,L,,4,9,0,8.1,5,2017,491891,0.1481481481481481,SP,carlrodon,P
8200.0,607074,2017-08-21,1,1,2.0,2,8,2,2,0,0,9,3,0,4,0,22,0,0,.---,115,6.1,1,0,0,0,0,0,2,26,19,1,0,0,115.0,43.0,72,0.0,0,0,1,0,2,0,2.84,0.00,0,0,0,0,1,0,carlos rodon,Pitcher,CWS,home,MIN,-1,0.0,29.325000000000003,L,"(W, 2-4)",11,8,0,9.0,6,2017,491962,0.3461538461538461,SP,carlrodon,P
13500.0,607074,2017-08-21,1,1,2.0,2,8,2,2,0,0,9,3,0,4,0,22,0,0,.---,115,6.1,1,0,0,0,0,0,2,26,19,1,0,0,115.0,43.0,72,0.0,0,0,1,0,2,0,2.84,0.00,0,0,0,0,1,0,carlos rodon,Pitcher,CWS,home,MIN,-1,0.0,29.325000000000003,L,"(W, 2-4)",11,8,0,9.0,6,2017,491962,0.3461538461538461,SP,carlrodon,P
13500.0,607074,2017-08-26,1,1,2.0,8,4,5,2,0,2,4,1,0,7,2,22,0,2,1.000,89,5.0,0,1,0,0,0,0,5,26,15,1,0,0,89.0,30.0,59,0.0,2,0,0,0,5,0,9.00,3.60,0,0,0,1,0,0,carlos rodon,Pitcher,CWS,home,DET,-1,0.0,3.85,L,"(L, 2-5)",7,9,3,9.0,6,2017,492026,0.1538461538461538,SP,carlrodon,P
8900.0,607074,2017-08-26,1,1,2.0,8,4,5,2,0,2,4,1,0,7,2,22,0,2,1.000,89,5.0,0,1,0,0,0,0,5,26,15,1,0,0,89.0,30.0,59,0.0,2,0,0,0,5,0,9.00,3.60,0,0,0,1,0,0,carlos rodon,Pitcher,CWS,home,DET,-1,0.0,3.85,L,"(L, 2-5)",7,9,3,9.0,6,2017,492026,0.1538461538461538,SP,carlrodon,P
13000.0,607074,2017-09-02,1,1,4.0,3,5,1,2,0,0,4,3,0,2,0,13,0,2,1.000,69,4.0,0,0,0,0,0,0,1,17,12,1,0,0,69.0,28.0,41,0.59,0,0,0,0,1,0,2.25,0.00,0,0,0,0,1,0,carlos rodon,Pitcher,CWS,home,TB,-1,0.0,13.8,L,,8,9,1,9.0,4,2017,492130,0.2352941176470588,,carlrodon,P
7700.0,607074,2017-09-02,1,1,4.0,3,5,1,2,0,0,4,3,0,2,0,13,0,2,1.000,69,4.0,0,0,0,0,0,0,1,17,12,1,0,0,69.0,28.0,41,0.59,0,0,0,0,1,0,2.25,0.00,0,0,0,0,1,0,carlos rodon,Pitcher,CWS,home,TB,-1,0.0,13.8,L,,8,9,1,9.0,4,2017,492130,0.2352941176470588,,carlrodon,P
6000.0,607074,2018-06-09,1,1,2.0,8,2,4,0,0,2,7,2,0,6,0,23,0,1,1.000,97,5.0,0,1,0,0,0,0,2,25,15,1,0,0,97.0,34.0,63,0.0,0,0,1,0,3,0,7.20,3.60,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,BOS,-1,0.0,17.65,L,"(L, 0-1)",11,8,0,8.0,2,2018,530361,0.28,,carlrodon,P
6300.0,607074,2018-06-14,1,1,5.0,2,9,2,0,0,1,4,3,0,2,2,17,0,1,1.000,100,5.0,0,0,0,0,0,0,2,22,15,1,0,0,100.0,41.0,59,0.0,2,0,0,0,2,0,3.60,1.80,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,CLE,-1,0.0,12.85,L,,7,6,2,9.0,4,2018,530427,0.1818181818181818,,carlrodon,P
7100.0,607074,2018-06-19,1,1,4.0,1,12,4,0,0,0,5,2,0,5,1,23,0,1,1.000,98,6.1,0,1,0,0,0,0,4,26,19,1,0,0,98.0,36.0,62,0.0,1,0,1,0,3,0,5.68,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,CLE,-1,0.0,12.125000000000002,L,"(L, 0-2)",8,9,1,8.0,6,2018,530493,0.1923076923076923,SP,carlrodon,P
8400.0,607074,2018-06-24,1,1,9.0,5,15,2,2,0,1,3,0,0,7,0,29,0,0,.---,99,8.0,1,0,0,0,0,0,2,30,24,1,0,0,99.0,30.0,69,0.0,0,0,0,0,2,0,2.25,1.13,0,0,0,0,1,0,carlos rodon,Pitcher,CWS,home,OAK,-1,0.0,19.8,L,"(W, 1-2)",3,7,0,9.0,3,2018,530566,0.1,SP,carlrodon,P
7700.0,607074,2018-06-30,1,1,4.0,6,7,5,1,0,2,3,2,0,6,0,22,0,0,.---,89,5.1,0,1,0,0,0,0,5,24,16,1,0,0,89.0,36.0,53,0.0,0,0,0,0,5,0,8.44,3.38,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,TEX,-1,0.0,3.8750000000000018,L,"(L, 1-3)",7,13,0,8.0,12,2018,530640,0.125,SP,carlrodon,P
7400.0,607074,2018-07-05,1,1,2.0,6,4,2,1,0,1,6,6,0,5,0,21,0,0,.---,109,6.0,0,0,0,0,0,0,2,27,18,1,0,0,109.0,51.0,58,0.0,0,0,0,0,2,0,3.00,1.50,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,HOU,-1,0.0,18.5,L,,9,8,0,8.1,4,2018,530710,0.2222222222222222,SP,carlrodon,P
6000.0,607074,2018-07-11,1,1,2.0,13,3,0,1,0,0,7,2,0,3,0,26,0,0,.---,104,7.1,1,0,0,0,0,0,0,28,22,1,0,0,104.0,38.0,66,0.0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,STL,-1,0.0,32.175000000000004,L,"(W, 2-3)",10,4,0,9.0,0,2018,530798,0.25,SP,carlrodon,P
7300.0,607074,2018-07-24,1,1,2.0,8,6,2,1,0,0,8,3,0,2,0,24,0,1,1.000,111,7.2,1,0,0,0,0,0,2,27,23,1,0,0,111.0,44.0,67,0.0,0,0,0,0,0,0,2.35,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,LAA,-1,0.0,31.000000000000004,L,"(W, 3-3)",9,4,1,9.0,2,2018,530919,0.2962962962962963,SP,carlrodon,P
9600.0,607074,2018-07-29,1,1,9.0,5,11,2,0,0,1,6,1,0,5,1,27,1,0,.000,116,7.2,0,0,0,0,0,0,2,29,23,1,0,0,116.0,49.0,67,0.0,1,0,0,0,2,0,2.35,1.17,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,TOR,-1,0.0,20.6,L,,6,10,2,9.0,7,2018,530999,0.2068965517241379,,carlrodon,P
9000.0,607074,2018-08-04,1,1,1.0,5,6,1,1,0,0,4,5,0,3,1,18,2,3,.600,98,6.0,0,0,0,0,0,0,0,24,18,1,0,0,98.0,41.0,57,0.0,1,0,0,1,1,0,1.50,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,TB,-1,0.0,19.1,L,,8,3,1,9.0,0,2018,531066,0.1666666666666666,,carlrodon,P
7300.0,607074,2018-08-10,1,1,6.0,6,12,0,2,0,0,5,2,0,4,0,27,0,3,1.000,106,8.0,0,0,0,0,0,0,0,30,24,1,0,0,106.0,37.0,69,0.0,0,0,0,0,0,0,0.00,0.00,0,0,1,0,0,0,carlos rodon,Pitcher,CWS,home,CLE,-1,0.0,25.6,L,,6,5,0,9.0,0,2018,531144,0.1666666666666666,SP,carlrodon,P
9100.0,607074,2018-08-15,1,1,5.0,6,10,3,1,0,0,6,1,0,5,1,27,0,0,.---,105,8.0,1,0,0,0,0,0,3,29,24,1,0,0,105.0,37.0,68,0.0,1,0,0,0,3,0,3.38,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,DET,-1,0.0,24.4,L,"(W, 4-3)",7,8,1,9.0,5,2018,531212,0.2068965517241379,,carlrodon,P
9300.0,607074,2018-08-22,1,1,6.0,5,7,2,0,0,1,5,3,0,3,1,20,0,0,.---,106,6.0,1,0,0,0,0,0,2,24,18,1,0,0,106.0,48.0,58,0.0,1,0,1,0,2,0,3.00,1.50,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,MIN,-1,0.0,21.1,L,"(W, 5-3)",8,7,1,9.0,3,2018,531311,0.2083333333333333,,carlrodon,P
8500.0,607074,2018-08-27,1,1,7.0,7,11,2,0,1,1,2,4,0,2,0,22,0,1,1.000,107,7.0,1,0,0,0,0,0,2,26,21,1,0,0,107.0,42.0,65,0.0,0,0,1,0,2,0,2.57,1.29,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,NYY,-1,0.0,18.55,L,"(W, 6-3)",3,3,0,9.0,2,2018,531373,0.0769230769230769,SP,carlrodon,P
8100.0,607074,2018-09-01,1,1,5.0,7,10,5,1,1,2,4,2,0,6,1,27,0,0,.---,109,6.1,0,1,0,0,0,0,4,30,19,1,0,0,109.0,38.0,71,0.0,1,0,0,0,3,0,7.11,2.84,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,BOS,-1,0.0,9.525000000000002,L,"(L, 6-4)",5,9,1,9.0,5,2018,531434,0.1333333333333333,SP,carlrodon,P
8300.0,607074,2018-09-07,1,1,4.0,3,7,4,1,0,1,4,5,1,6,1,19,0,0,.---,93,4.2,0,1,0,0,0,0,4,26,14,1,0,0,93.0,46.0,47,0.0,1,0,0,0,4,0,7.71,1.93,0,0,0,0,1,0,carlos rodon,Pitcher,CWS,home,LAA,-1,0.0,5.250000000000004,L,"(L, 6-5)",11,9,1,9.0,5,2018,531516,0.1538461538461538,SP,carlrodon,P
8600.0,607074,2018-09-12,1,1,1.0,5,4,2,2,0,0,5,5,0,5,0,19,0,4,1.000,103,6.0,0,0,0,0,0,0,2,24,18,1,0,0,103.0,46.0,57,0.0,0,0,0,0,2,0,3.00,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,KC,-1,0.0,16.5,L,,12,7,0,12.0,2,2018,531584,0.2083333333333333,SP,carlrodon,P
8100.0,607074,2018-09-18,1,1,4.0,10,7,5,1,0,1,1,3,0,7,2,25,1,1,.500,84,7.0,0,1,0,0,0,0,4,30,21,1,0,0,84.0,37.0,47,0.0,2,0,0,0,5,0,6.43,1.29,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,CLE,-1,0.0,4.35,L,"(L, 6-6)",2,7,2,8.0,4,2018,531663,0.0333333333333333,SP,carlrodon,P
8200.0,607074,2018-09-23,1,1,1.0,2,2,6,2,0,1,3,0,0,9,1,16,0,0,.---,66,2.1,0,1,0,0,0,0,6,17,7,1,0,0,66.0,25.0,41,0.0,1,0,0,0,5,0,23.14,3.86,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,CHC,-1,0.0,-7.274999999999998,L,"(L, 6-7)",9,15,1,9.0,6,2018,531730,0.1764705882352941,SP,carlrodon,P
7000.0,607074,2018-09-29,1,1,,0,1,8,3,0,0,2,4,0,6,0,9,0,0,.---,66,1.0,0,1,0,0,0,0,8,13,3,1,0,0,66.0,32.0,34,0.0,0,0,0,0,5,0,72.00,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,MIN,-1,0.0,-13.35,L,"(L, 6-8)",8,11,1,8.0,8,2018,531810,0.1538461538461538,SP,carlrodon,P
7500.0,607074,2019-03-28,1,1,2.0,3,9,3,0,1,0,6,1,0,3,1,20,0,2,1.000,101,5.1,0,1,0,0,0,0,2,23,16,1,0,0,101.0,41.0,60,0.0,1,0,0,0,2,0,5.06,0.00,0,0,0,0,1,0,carlos rodon,Pitcher,CWS,away,KC,-1,0.0,17.075,L,"(L, 0-1)",7,5,1,8.0,4,2019,565702,0.2608695652173913,SP,carlrodon,P
7000.0,607074,2019-04-03,1,1,2.0,6,5,1,0,0,0,9,1,0,2,0,22,0,0,.---,103,6.0,1,0,0,0,0,0,0,23,18,1,0,0,103.0,37.0,66,0.0,0,0,1,0,1,0,1.50,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,CLE,-1,0.0,34.3,L,"(W, 1-1)",13,5,0,9.0,2,2019,565317,0.391304347826087,,carlrodon,P
6200.0,607074,2019-04-08,1,1,1.0,3,2,4,2,0,0,9,5,0,8,0,21,0,3,1.000,111,4.2,0,1,0,0,0,0,4,27,14,1,0,0,111.0,49.0,62,0.0,0,0,1,0,4,0,7.71,0.00,0,0,0,0,1,0,carlos rodon,Pitcher,CWS,home,TB,-1,0.0,14.650000000000002,L,"(L, 1-2)",14,11,0,9.0,5,2019,567266,0.3333333333333333,,carlrodon,P
7600.0,607074,2019-04-14,1,1,3.0,5,8,2,1,0,0,5,2,0,3,0,21,0,0,.---,112,6.0,1,0,0,0,0,0,2,23,18,1,0,0,112.0,38.0,74,0.0,0,0,1,0,2,0,3.00,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,NYY,-1,0.0,21.7,L,"(W, 2-2)",7,4,0,9.0,2,2019,567464,0.217391304347826,SP,carlrodon,P
8300.0,607074,2019-04-19,1,1,3.0,5,6,1,0,0,1,6,3,0,3,0,20,0,0,.---,95,6.0,1,0,0,0,0,0,1,23,18,1,0,0,95.0,38.0,57,0.0,0,0,0,0,1,0,1.50,1.50,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,DET,-1,0.0,25.7,L,"(W, 3-2)",8,7,0,9.0,3,2019,565519,0.2608695652173913,SP,carlrodon,P
8100.0,607074,2019-04-26,1,1,,4,0,8,1,0,3,5,3,0,9,0,18,0,0,.---,85,3.0,0,0,0,0,0,0,8,21,9,1,0,0,85.0,34.0,51,0.0,0,0,1,0,6,0,24.00,9.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,DET,-1,0.0,-4.65,L,,12,15,0,9.0,11,2019,567272,0.238095238095238,SP,carlrodon,P
9400.0,607074,2019-05-01,1,1,1.0,4,1,3,3,0,0,6,2,0,5,0,16,0,1,1.000,89,3.2,0,0,0,0,0,0,3,18,11,1,0,0,89.0,30.0,59,0.0,0,0,1,0,2,0,7.36,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,BAL,-1,0.0,10.2,L,,12,11,0,9.0,5,2019,567277,0.3333333333333333,,carlrodon,P
9600.0,607074,2020-07-27,1,1,1.0,4,2,5,2,0,1,4,3,0,4,0,14,0,0,.---,71,3.2,0,1,0,0,0,0,5,17,11,1,0,0,71.0,31.0,40,0.0,0,0,0,0,3,0,12.27,2.45,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,CLE,-1,0.0,2.7999999999999994,L,"(L, 0-1)",7,6,0,8.0,5,2020,631567,0.2352941176470588,,carlrodon,P
7000.0,607074,2020-08-03,1,1,1.0,2,3,1,2,0,0,1,0,0,3,0,9,0,0,.---,26,2.0,0,0,0,0,0,0,1,9,6,1,0,0,26.0,4.0,22,0.0,0,0,0,0,1,0,4.50,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,MIL,-1,0.0,2.7,L,,11,10,1,9.0,4,2020,631293,0.1111111111111111,SP,carlrodon,P
5000.0,607074,2020-09-24,1,0,,0,1,1,1,0,0,0,0,0,2,0,3,0,0,.---,16,0.1,0,1,0,1,0,1,1,3,1,1,0,0,16.0,6.0,10,0.0,0,0,1,0,4,0,27.00,0.00,3,3,0,0,0,0,carlos rodon,Pitcher,CWS,away,CLE,-1,0.0,-2.975,L,"(L, 0-2)(BS, 1)",4,10,0,8.0,5,2020,631549,0.0,,carlrodon,P
4000.0,607074,2020-09-27,1,0,2.0,1,3,0,0,0,0,1,0,0,0,1,5,0,2,1.000,20,1.2,0,0,0,0,0,0,0,6,5,1,0,0,20.0,6.0,14,0.0,1,0,0,0,0,0,0.00,0.00,2,1,0,0,0,0,carlos rodon,Pitcher,CWS,home,CHC,-1,0.0,4.1,L,,9,8,1,9.0,9,2020,631488,0.1666666666666666,SP,carlrodon,P
5000.0,607074,2020-09-27,1,0,2.0,1,3,0,0,0,0,1,0,0,0,1,5,0,2,1.000,20,1.2,0,0,0,0,0,0,0,6,5,1,0,0,20.0,6.0,14,0.0,1,0,0,0,0,0,0.00,0.00,2,1,0,0,0,0,carlos rodon,Pitcher,CWS,home,CHC,-1,0.0,4.1,L,,9,8,1,9.0,9,2020,631488,0.1666666666666666,SP,carlrodon,P
6700.0,607074,2021-04-05,1,1,4.0,1,5,0,1,0,0,9,3,0,2,2,17,0,1,1.000,95,5.0,1,0,0,0,0,0,0,22,15,1,0,0,95.0,38.0,57,0.0,2,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,SEA,-1,0.0,30.85,L,"(W, 1-0)",15,3,2,9.0,0,2021,634551,0.4090909090909091,SP,carlrodon,P
9500.0,607074,2021-04-05,1,1,4.0,1,5,0,1,0,0,9,3,0,2,2,17,0,1,1.000,95,5.0,1,0,0,0,0,0,0,22,15,1,0,0,95.0,38.0,57,0.0,2,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,SEA,-1,0.0,30.85,L,"(W, 1-0)",15,3,2,9.0,0,2021,634551,0.4090909090909091,SP,carlrodon,P
8900.0,607074,2021-04-14,1,1,5.0,10,10,0,0,0,0,7,0,0,0,1,27,0,0,.---,114,9.0,1,0,0,0,0,0,0,28,27,1,1,1,114.0,39.0,75,0.0,1,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,CLE,-1,1.0,42.65,L,"(W, 2-0)",7,0,1,9.0,0,2021,634516,0.25,,carlrodon,P
10100.0,607074,2021-04-20,1,1,1.0,2,5,2,0,0,1,8,5,0,3,0,18,0,1,1.000,110,5.0,1,0,0,0,0,0,1,24,15,1,0,0,110.0,40.0,70,0.0,0,0,1,0,2,0,3.60,1.80,0,0,1,0,0,0,carlos rodon,Pitcher,CWS,away,CLE,-1,0.0,27.45,L,"(W, 3-0)",10,7,0,9.0,4,2021,634397,0.3333333333333333,,carlrodon,P
9800.0,607074,2021-04-29,1,1,1.0,3,3,1,1,0,0,12,1,0,2,0,20,0,1,1.000,96,6.0,1,0,0,0,0,0,1,21,18,1,0,0,96.0,30.0,66,0.0,0,0,0,0,1,0,1.50,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,DET,-1,0.0,38.3,L,"(W, 4-0)",13,2,0,7.0,1,2021,634330,0.5714285714285714,,carlrodon,P
10000.0,607074,2021-05-07,1,1,4.0,2,8,0,0,0,0,8,0,0,5,0,23,0,0,.---,92,6.0,1,0,0,0,0,0,0,23,18,1,0,0,92.0,27.0,65,0.0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,KC,-1,0.0,30.5,L,"(W, 5-0)",13,8,0,9.0,0,2021,634235,0.3478260869565217,,carlrodon,P
11900.0,607074,2021-05-07,1,1,4.0,2,8,0,0,0,0,8,0,0,5,0,23,0,0,.---,92,6.0,1,0,0,0,0,0,0,23,18,1,0,0,92.0,27.0,65,0.0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,KC,-1,0.0,30.5,L,"(W, 5-0)",13,8,0,9.0,0,2021,634235,0.3478260869565217,,carlrodon,P
10000.0,607074,2021-05-15,1,1,2.0,6,5,4,2,0,1,5,3,0,8,0,23,0,4,1.000,110,5.2,0,1,0,0,0,0,4,27,17,1,0,0,110.0,43.0,67,0.0,0,0,0,0,4,0,6.35,1.59,0,0,0,1,0,0,carlos rodon,Pitcher,CWS,home,KC,-1,0.0,8.900000000000002,L,"(L, 5-1)",9,11,0,9.0,5,2021,634127,0.1851851851851851,,carlrodon,P
9900.0,607074,2021-05-21,1,1,1.0,2,4,0,0,0,0,13,0,0,2,0,21,0,0,.---,95,6.0,0,0,0,0,0,0,0,21,18,1,0,0,95.0,26.0,69,0.0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,NYY,-1,0.0,38.3,L,,15,8,0,8.0,2,2021,634014,0.6190476190476191,SP,carlrodon,P
10000.0,607074,2021-05-26,1,1,2.0,3,5,1,0,0,1,10,0,0,1,2,19,0,0,.---,94,6.0,0,1,0,0,0,0,1,21,18,1,0,0,94.0,31.0,63,0.0,2,0,0,0,1,0,1.50,1.50,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,home,STL,-1,0.0,29.7,L,"(L, 5-2)",14,5,2,9.0,4,2021,633971,0.4761904761904761,SP,carlrodon,P
10100.0,607074,2021-05-31,1,1,1.0,9,1,5,1,0,3,8,1,1,9,0,27,0,1,1.000,85,6.0,0,0,0,0,0,0,5,28,18,1,0,0,85.0,24.0,61,0.0,0,0,1,0,5,0,7.50,4.50,0,0,0,0,0,0,carlos rodon,Pitcher,CWS,away,CLE,-1,0.0,14.1,L,,10,10,0,8.0,5,2021,633884,0.2857142857142857,,carlrodon,P
9700.0,607074,2021-06-08,1,1,3.0,2,4,1,3,0,0,8,2,0,6,0,19,0,1,1.000,106,5.0,0,0,0,0,0,0,1,22,15,1,0,0,106.0,41.0,65,0.0,0,0,1,0,1,0,1.80,0.00,0,0,0,0,1,0,carlos rodon,Pitcher,CWS,home,TOR,-1,0.0,21.65,L,,12,8,0,9.0,1,2021,633788,0.3636363636363636,SP,carlrodon,P
